AEZ,Year,Month,CHIRPS,BCC-CSM2-MR,EC-Earth3,FGOALS-g3,GFDL-CM4,GFDL-ESM4,MIROC-ES2L,MIROC6,MRI-ESM2-0,NESM3,TaiESM1
Moist_Highland,2016,3,16.88930544,33.34662733,0.085887556,0.013552546,48.07329798,14.76435427,3.350764016,8.495903597,2.009007623,0.333742498,42.80886867
Moist_Lowland,2016,3,6.539299599,14.60202746,0.235563538,0.016968087,15.23020837,10.05761764,1.4592856,2.014688891,0.578893769,0.08509409,24.7330913
Arid_Lowland,2016,3,8.115357013,27.01992321,0.066381904,2.59E-04,9.404714772,5.297784065,0.472832062,1.824407384,0.195915883,0.115291246,29.33083957
Moist_Highland,2016,4,52.88523627,0.63707396,1.850851118,0.32785921,0.423307423,22.86560209,39.11652059,2.514269529,63.73373102,0.223428074,8.18099499
Moist_Lowland,2016,4,21.64447155,0.615254625,1.517350741,0.266916905,1.367605743,7.334177979,12.9227279,3.099605492,29.42862569,0.213788169,5.409443416
Arid_Lowland,2016,4,25.28705102,0.212935741,1.864520697,0.132262736,0.30466217,4.435105872,10.8276257,1.716516185,50.65083444,0.806280229,15.0523775
Moist_Highland,2016,5,51.80003591,77.78845707,25.13065203,2.262407423,21.1107728,17.55891655,0.897937772,68.5780343,17.32099679,0.292432434,10.24596681
Moist_Lowland,2016,5,38.10484144,50.41938643,22.10316647,3.141304803,19.5909215,19.9725644,0.771309411,66.51134464,33.33092568,0.494953515,11.07309195
Arid_Lowland,2016,5,29.57136225,33.10489858,19.25858312,1.247347055,6.37510425,11.70158564,0.185132975,49.15635675,14.21235264,0.193125522,3.867822111
Moist_Highland,2016,6,38.95214542,32.64228039,4.160181473,41.78447169,129.2842309,34.13143987,5.978755913,20.2710668,47.92052294,17.28683,72.0287983
Moist_Lowland,2016,6,59.85480083,68.97510432,26.43131963,43.67665853,129.8944357,52.18907209,8.729424712,30.50233701,84.92138891,24.53929082,123.8662023
Arid_Lowland,2016,6,20.4167588,31.58531364,6.230056727,17.49352114,98.76153722,17.53981065,2.648524684,9.436322709,54.0159432,10.32979765,52.86250037
Moist_Highland,2016,7,220.1633694,116.8415731,138.6612823,190.1402201,396.5323532,159.9652094,29.33225059,80.57656987,91.28084425,275.8902648,56.75604994
Moist_Lowland,2016,7,183.7727584,133.85697,100.6481712,193.4508852,349.4819799,135.4725334,38.6301229,65.723983,117.7724769,277.8379616,130.0650429
Arid_Lowland,2016,7,122.8071435,58.05542352,58.06759339,92.70156213,221.8877487,94.25611212,10.9467316,55.09131115,49.18153932,230.2341591,64.94189703
Moist_Highland,2016,8,118.5694441,241.7006432,153.8631492,240.9353866,574.0358063,144.9220021,119.5247424,153.3343587,114.9108305,81.78737259,51.90125648
Moist_Lowland,2016,8,139.191547,246.4122307,179.6466914,219.4628149,562.3544777,179.2047977,135.3759511,202.7561784,121.9547607,143.5379854,91.13143862
Arid_Lowland,2016,8,90.22575926,175.2066687,35.88781198,145.8041945,462.5727523,146.2258183,85.14491122,153.7037325,74.75257503,57.60075329,60.04397536
Moist_Highland,2016,9,26.31014952,20.36683375,36.80395967,34.09350777,135.2429978,25.98239086,121.120122,43.4641152,8.963040814,129.479843,9.265569559
Moist_Lowland,2016,9,85.24503209,30.52127584,106.2571398,47.76809228,150.7690799,57.1377187,169.2161634,70.66658477,41.07809005,185.7818422,65.93236526
Arid_Lowland,2016,9,38.12842041,14.94930906,57.13789171,22.74228178,96.24677232,25.22968726,109.0744921,55.96484308,17.26573335,131.3010045,17.70901207
Moist_Highland,2016,10,17.50265379,8.525206515,9.348298601,0.163273967,0.006359187,10.38533114,0.185032589,0.131356516,0.05370325,16.35367866,1.736133039
Moist_Lowland,2016,10,17.01767494,38.18991539,4.270102198,0.155869311,1.602642156,28.58509491,1.699534238,0.644146614,1.03624509,9.667863352,0.830900374
Arid_Lowland,2016,10,15.14086141,33.09781076,10.14204875,0.804496495,0.18425422,40.84693639,1.316607857,0.246183839,0.096801551,15.7517329,7.702689677
Moist_Highland,2016,11,9.095556623,66.27760662,0.123431802,3.006637696,0.521273095,7.150672433,0.095286948,0.002400112,16.75213988,14.38840976,43.67242203
Moist_Lowland,2016,11,7.569429747,33.62412873,0.025959813,0.307962606,0.016046811,1.386280736,0.009491029,0,4.866053141,2.2419174,10.28922482
Arid_Lowland,2016,11,9.042216946,38.97247916,0.112744727,2.568285851,2.356666373,4.169037381,0.477824406,0.019760263,11.62445751,6.705511458,22.53523123
Moist_Highland,2016,12,3.874317151,1.620717149,0.809979555,6.922600721,48.68450532,0.356652939,5.094197495,1.476749054,43.88270253,18.5918257,35.2430669
Moist_Lowland,2016,12,0.958825149,0.219543541,0.066821427,1.172133481,9.817322088,0.09905412,1.09071852,0.161316515,4.719806719,4.071779531,5.085719036
Arid_Lowland,2016,12,4.415280723,1.780556875,2.676118355,4.984010455,34.3400419,1.477922983,3.264324759,1.229853938,22.92026757,22.31473135,31.69604314
Moist_Highland,2017,1,5.17465382,12.57886761,2.461817136,1.812451091,2.228453588,0.480961812,0.069994827,1.20556249,22.4624098,0.747413938,21.43647178
Moist_Lowland,2017,1,2.432189576,0.376505732,0.033713761,0.050599393,0.330032851,0.004752734,5.67E-05,0.037607685,1.176250446,0.099654967,0.741059155
Arid_Lowland,2017,1,6.727259318,3.838543317,2.547645222,1.858768497,1.585263624,3.855091164,0.404618903,5.671615259,10.97352054,1.242974254,59.11605527
Moist_Highland,2017,2,9.919964327,0.022898836,2.137426675,3.53E-04,1.737238482,6.267762047,3.114174158,81.53173792,1.211490825,4.851217187,23.07389623
Moist_Lowland,2017,2,2.707963326,0.002858298,0.174689342,0,0.238010184,0.878124279,0.626525202,5.848491341,0.046208224,0.91183511,2.263236878
Arid_Lowland,2017,2,4.464482339,0.005358272,1.43120738,0.001958299,0.271742869,0.803141745,0.223979347,39.55212639,0.588320323,3.358929376,7.652665997
Moist_Highland,2017,3,13.98409617,16.28881285,0.637611149,0.680257934,0.509974904,2.897237588,14.19362378,6.107682422,2.287907654,32.93083411,9.885676594
Moist_Lowland,2017,3,5.373101028,5.239800802,0.155555108,0.493616988,0.054968884,1.615843263,5.027616034,0.950042004,0.735865185,8.531729498,2.497700112
Arid_Lowland,2017,3,7.549327649,13.32858069,0.091812421,0.222548846,0.518806944,0.734199601,3.509672987,2.215330148,0.198755863,7.978371396,1.88316074
Moist_Highland,2017,4,44.95592854,40.52485181,2.449943501,13.8523474,17.9254078,42.94189516,41.01819685,18.62114607,30.11388076,21.73041046,58.70923186
Moist_Lowland,2017,4,18.58228996,17.06568712,6.051055789,7.765617277,6.221999691,17.07753818,15.2615099,13.03936383,13.39995772,6.329824521,33.3641699
Arid_Lowland,2017,4,23.41487238,13.54382457,1.716535329,4.480288414,3.047585571,12.36674208,11.00186855,9.385532516,9.292278432,5.010283465,38.3532923
Moist_Highland,2017,5,98.50883038,30.02037497,13.83228792,2.984658801,19.18771254,14.0285889,0.020143634,12.2161132,57.62380439,42.86169933,12.6697156
Moist_Lowland,2017,5,63.35790303,20.45586808,2.815438209,4.072050845,12.875557,7.845949445,0.077546138,5.12132031,40.86019492,70.49602492,5.090018822
Arid_Lowland,2017,5,53.63355945,20.48042294,9.449223555,4.218835193,6.75690414,3.701311601,0.049682527,2.347900149,32.92349373,46.89203901,7.448970901
Moist_Highland,2017,6,40.17793514,26.932877,17.4931312,16.29919275,110.4853282,17.45830224,8.280073586,59.25413433,8.827317937,69.50361715,12.2822831
Moist_Lowland,2017,6,73.86995003,48.14662243,26.00150968,36.3556068,124.0760252,36.44830448,14.82365333,81.88698521,28.22302342,45.64299957,66.46836223
Arid_Lowland,2017,6,17.06837492,16.97580402,15.50322968,13.35301102,63.04458679,13.63775788,6.489776387,43.6686245,9.559124207,27.93995942,15.04575643
Moist_Highland,2017,7,97.73467245,81.79812388,205.694465,89.54192453,335.6770035,59.55803072,107.2101501,118.5802272,41.88240199,211.6625919,116.5169218
Moist_Lowland,2017,7,153.584102,140.0095055,156.4087401,138.8492347,313.3251356,83.77115391,141.792852,137.7644868,96.99397731,194.6806193,107.6721714
Arid_Lowland,2017,7,65.92149318,68.25884924,66.68175574,151.5161897,291.9129554,30.64885582,83.88332578,83.98532529,40.74787952,144.2185281,61.15063831
Moist_Highland,2017,8,162.1145096,105.3933799,260.7994148,101.4030941,413.9538401,45.28610454,301.9614111,177.9489942,89.85053553,272.6737588,97.11875551
Moist_Lowland,2017,8,174.1357313,99.39217077,182.7186941,172.8636481,374.1453867,114.4164251,324.1036296,259.019695,72.98166825,223.5227934,97.67133326
Arid_Lowland,2017,8,115.2143724,114.3381302,75.7293291,71.75973732,248.4251801,43.71574386,192.4599862,177.4212958,36.87176826,155.7626948,50.86032155
Moist_Highland,2017,9,25.28749373,0.813780723,9.39996198,7.560847656,187.1897971,26.93555697,27.40607429,19.7147502,50.51689236,32.51038149,33.40134178
Moist_Lowland,2017,9,87.76265888,8.22151479,8.412051922,7.991106905,178.0335969,42.91318406,55.09601288,23.38811145,83.70104118,29.25128211,74.18432504
Arid_Lowland,2017,9,33.43599174,1.363365387,9.963453072,4.020579719,172.9657847,27.3833409,26.57308614,17.90373123,45.83414122,17.56369534,44.5149514
Moist_Highland,2017,10,30.0856092,22.27664177,3.235573913,0.205797751,89.84260125,3.364250526,0.218367163,9.789946864,0.41206444,1.383714406,0.123464035
Moist_Lowland,2017,10,25.95420251,43.3900004,1.208735389,2.221945566,14.97289705,5.047899151,3.601648648,39.10133417,6.057042994,2.304597026,2.460637432
Arid_Lowland,2017,10,19.9130999,21.63180012,1.358682873,0.540608217,31.32354775,2.887558904,2.582476856,21.23842574,1.916744339,2.327502194,0.428303844
Moist_Highland,2017,11,10.58410821,16.65921503,0.04402319,8.147993164,0.175535028,0.128618017,16.11004108,8.158963325,1.295160224,0.053697066,2.426034843
Moist_Lowland,2017,11,5.524376096,11.1438463,0.004327848,1.367960686,0.006561404,2.68E-04,4.347581923,1.529163039,0.255749289,0.005171703,0.633305085
Arid_Lowland,2017,11,9.738103342,9.893989538,0.113933722,4.763069744,0.64267897,0.986807427,7.41633367,2.020190672,1.129759995,0.14148871,0.978175402
Moist_Highland,2017,12,3.744746398,1.389044007,1.69156257,24.5976734,5.642804034,3.066030971,6.371880104,0.152618477,8.657270101,12.08300608,3.76410511
Moist_Lowland,2017,12,0.931562371,0.097766041,0.017621519,8.005821404,0.884040472,0.274168176,0.72856563,0.078496402,0.524350452,2.727649831,0.226397749
Arid_Lowland,2017,12,4.358141023,0.834321379,10.32188604,12.46228817,3.996950318,4.003622372,11.90671177,0.223698147,3.345718684,21.56373917,8.532055064
Moist_Highland,2018,1,5.189848382,3.163815134,1.854777516,8.719817748,26.10140656,13.08040077,0.029947773,5.21010233,7.634342905,9.829493134,4.591262226
Moist_Lowland,2018,1,2.437828963,0.358670846,0.018374424,0.226563165,1.229976954,0.381439286,2.66E-05,0.185232657,0.231257792,0.389037316,0.3403761
Arid_Lowland,2018,1,7.435258587,7.990246303,2.866325128,13.71434438,25.42437087,4.799365045,0.175762037,6.445760727,4.040671206,8.869332221,3.167845752
Moist_Highland,2018,2,3.699852517,10.20467338,0.427969145,0.011492288,0.440448863,0.19998616,0.026308067,13.09456502,0.242463077,0.015952782,0.022709849
Moist_Lowland,2018,2,1.335714601,0.842216865,0.236904898,0.006008036,0.023525084,0.004568015,2.16E-05,0.707240002,0.009907174,5.88E-04,4.91E-04
Arid_Lowland,2018,2,3.276432924,1.87157507,0.188115085,2.65E-04,0.633503198,0.231031741,0.143595915,5.6680674,0.547394975,0.01127863,0.115437729
Moist_Highland,2018,3,14.44046838,44.15174902,20.3271405,0.038556903,3.540204054,31.551747,9.788729001,1.007073807,0.888784994,1.191696807,0.574147617
Moist_Lowland,2018,3,5.61961308,22.05958188,3.420650548,0.046819376,1.640621829,8.759757288,3.616079068,0.285802324,0.372653839,0.305855936,0.047926218
Arid_Lowland,2018,3,7.665773806,12.33765873,3.082238722,7.33E-04,0.651024417,12.2276208,2.201482843,0.460691423,0.83732086,0.154269686,0.162647786
Moist_Highland,2018,4,50.90869251,2.483078618,13.10785539,5.933265471,9.249335368,4.887305811,80.91362111,2.528818119,0,1.158151982,7.944785121
Moist_Lowland,2018,4,16.91124154,1.916991411,14.48390289,4.262305372,5.762231352,2.772002495,27.50516165,2.95200068,1.945878657,2.613732619,7.73206269
Arid_Lowland,2018,4,25.69075992,1.384451291,6.745594595,2.808967635,5.263298217,0.987241168,21.84506726,1.390663644,0.184782587,1.542192062,13.73284104
Moist_Highland,2018,5,24.98137528,55.21601583,126.945304,30.11782701,103.5663143,3.468723376,32.52212362,19.28546397,12.12530585,38.88839025,0.063774652
Moist_Lowland,2018,5,26.30041661,20.90149589,151.0104085,24.10029292,94.10406047,1.163166523,35.12734818,24.78590641,7.71204234,30.76053106,0.312905382
Arid_Lowland,2018,5,22.67072943,28.88991469,160.0970161,22.32927027,51.50611109,0.235300748,17.83860455,14.90607843,6.585722734,31.23186183,0.075565566
Moist_Highland,2018,6,49.36945195,36.98310996,6.999221163,43.55125969,59.88307337,9.189712035,6.885223753,47.18485101,21.21275592,43.27518098,58.02158105
Moist_Lowland,2018,6,88.87292925,54.45264835,48.52993698,59.05077584,108.8066046,9.662636923,15.89262041,80.36710217,24.88779514,36.93484468,61.84424063
Arid_Lowland,2018,6,35.85391517,14.80269628,13.87679338,32.4595705,47.47091688,3.554212167,6.021273611,33.83397317,10.47630147,31.55425854,33.41827175
Moist_Highland,2018,7,164.3519164,65.05797877,65.57160637,191.499012,180.2782413,59.84677243,23.28209722,229.832149,96.72341885,369.6515314,397.9271473
Moist_Lowland,2018,7,154.0147855,65.40223208,99.30168643,208.8041228,169.405398,63.14375351,40.5527628,236.9749363,92.39578765,318.6311091,336.3043668
Arid_Lowland,2018,7,106.7766417,37.95335511,52.50577595,104.7516986,69.12042783,18.00300535,9.257942159,164.0419631,45.56197065,242.5730807,386.9033121
Moist_Highland,2018,8,132.7611205,67.58675351,301.9434787,259.8762866,103.9897845,73.44554446,324.7039273,49.43582871,34.03862244,290.2020259,243.3314509
Moist_Lowland,2018,8,181.4685777,123.097683,277.171765,241.9029382,97.08620057,96.76132575,307.9893675,81.4533388,29.01373337,239.2127682,208.3665305
Arid_Lowland,2018,8,110.6486262,43.72381984,136.8021562,236.5036692,46.43699264,63.03871012,186.7384069,25.24985642,29.17873062,184.5437969,127.5498909
Moist_Highland,2018,9,29.8739307,32.38638557,64.202657,79.1917977,62.08101145,30.55947063,8.199543288,12.66342915,62.87186924,90.18141751,44.81679919
Moist_Lowland,2018,9,93.72767234,63.33168263,80.9899419,138.0325903,100.8778276,49.92365793,28.82304025,30.9937975,103.4839518,126.865573,75.01199381
Arid_Lowland,2018,9,40.63208995,26.22285528,80.63716493,69.00322136,36.45824122,30.74754382,22.52691842,16.99588805,65.92725369,104.4914389,46.7460535
Moist_Highland,2018,10,37.07626353,1.810229561,51.02978767,0.04724507,2.464365221,21.7524074,0.456380823,3.494193314,0.476740872,0.074726857,0.09674079
Moist_Lowland,2018,10,31.47661197,2.435953815,93.81762446,1.00E-04,0.952364117,33.01705519,1.577746549,9.23094054,0.073196396,1.084594422,0.031488286
Arid_Lowland,2018,10,33.26150559,5.110838243,75.8136751,0.151430082,0.539862529,16.05689165,0.573342222,2.246973248,0.952787728,0.484775109,0.129418472
Moist_Highland,2018,11,31.26365473,34.42526138,40.88931556,0.265870334,122.6215494,1.839006478,0.06502778,0.085095974,0.181391991,15.14747346,7.11031367
Moist_Lowland,2018,11,14.90365532,8.810879572,19.49732556,0.001551617,104.0605822,0.242631009,1.09E-04,0.020118518,0.044857503,3.539512746,2.644219267
Arid_Lowland,2018,11,17.71514696,27.17037587,31.26903825,0.637423369,132.4391006,7.171456216,0.326101012,0.011278845,0.052619301,10.32605019,0.777597579
Moist_Highland,2018,12,3.939739933,5.868813081,2.652357597,5.175838988,79.90784923,1.598838901,16.29747267,0.063232595,0.694462137,2.150929756,3.824874196
Moist_Lowland,2018,12,1.060547818,1.234953261,0.033870608,0.454008973,13.69668124,0,2.716611355,0.001040647,0.034200114,0.954890403,0.614983903
Arid_Lowland,2018,12,4.398200781,25.38380723,2.473621931,3.869351757,41.34352697,11.84330737,11.36124696,0.475613513,2.872037263,4.429258587,2.018564638
Moist_Highland,2019,1,6.385291468,22.71665261,25.32308581,3.672730924,43.46392664,10.36418337,1.079087334,24.79965486,7.457728416,5.082076724,0.113843338
Moist_Lowland,2019,1,2.598693675,2.502304658,2.086344108,0.127384099,3.529828122,0.340151597,0.028210903,1.685006784,0.305828781,0.687091928,0.004172113
Arid_Lowland,2019,1,7.691363889,18.28222428,8.275367427,5.068830513,33.05278201,8.620009194,3.164972313,41.47206634,11.8368178,4.604368365,0.245760326
Moist_Highland,2019,2,5.666560883,4.074775033,3.951289493,0,3.241534204,13.60782878,0,0.038961671,0.193993614,0.073378891,0.047683846
Moist_Lowland,2019,2,1.712339661,0.454596196,0.057530844,0,0.063323515,0.733066861,0,9.01E-05,0.006262541,0.028653723,0.001604229
Arid_Lowland,2019,2,3.768508275,2.546520731,3.246890491,0,5.16909161,5.548536369,0,0.270211243,0.072103269,0.062352698,0.031249839
Moist_Highland,2019,3,15.51673909,5.742795091,4.853142465,0.583296802,4.306670066,6.904678003,0.928448059,2.016938957,3.40712749,1.135496793,0.059024219
Moist_Lowland,2019,3,4.652630633,2.229341653,1.039100113,0.546299473,0.828158288,0.685762001,0.522869291,0.328463161,3.675831864,0.61846503,0
Arid_Lowland,2019,3,7.733474801,1.02684887,1.462045115,0.158913532,0.885898479,2.0755514,0.042183551,0.22031757,2.58570635,0.805950953,0.165653809
Moist_Highland,2019,4,33.76314877,18.2554687,11.1544835,38.88201447,117.5185164,63.19182561,27.83845473,11.24016365,4.868757806,12.63504801,2.364705161
Moist_Lowland,2019,4,13.06342793,14.37085119,2.648267366,18.01245028,43.96589542,39.41748458,10.27252729,6.955388275,4.832390751,8.214068097,0.737183541
Arid_Lowland,2019,4,18.38744647,6.116523176,3.55959232,29.09539006,30.23975761,36.69711956,6.980818191,2.510406185,5.011666165,9.804560889,0.890785429
Moist_Highland,2019,5,98.39627034,110.398337,80.25145134,11.834631,44.07099869,13.93126319,30.63694062,22.46159271,0.729912362,13.85929033,5.836312479
Moist_Lowland,2019,5,48.01259455,53.20363581,70.75917079,14.05422461,56.50552237,10.96933901,22.12348582,26.9364153,7.200940081,12.92208714,7.874928473
Arid_Lowland,2019,5,50.65997743,36.55300601,60.68245522,11.24929351,25.28931453,3.909016965,11.92895309,4.657454447,0.698957901,8.840918353,3.179243542
Moist_Highland,2019,6,40.04293249,10.68644546,4.857895344,2.632330269,39.51929717,11.87045389,26.69364617,60.15019574,22.09168033,25.64189164,32.69917508
Moist_Lowland,2019,6,105.9718408,10.43821882,24.53291182,10.1599439,73.08138416,24.25038091,49.16528155,50.78533154,23.59338511,15.15146976,69.72242906
Arid_Lowland,2019,6,38.65937323,2.79186644,7.772042605,2.941749052,37.66811968,4.650828898,24.41696784,36.74587454,7.301430235,8.188928375,38.23680433
Moist_Highland,2019,7,121.0349005,155.1497659,41.00516877,128.6408468,344.9397423,53.35932195,89.27157832,87.40624001,113.2366777,17.33660087,263.5586032
Moist_Lowland,2019,7,148.520516,210.9450261,99.27640154,149.4108354,408.4824652,75.74573778,100.6073622,105.0639889,73.94305205,26.11012659,222.6077051
Arid_Lowland,2019,7,78.9955547,98.52141878,73.6224981,70.83400374,266.4371746,32.12367246,42.90055385,60.24953054,33.60593098,6.664521227,139.995267
Moist_Highland,2019,8,173.2260847,123.9287612,210.9382176,140.54362,596.1475334,128.5316384,62.0293523,116.9720907,103.059819,119.6427373,36.15444343
Moist_Lowland,2019,8,181.3134212,116.7239165,202.9427587,144.844147,566.3354897,76.4263734,92.59941373,143.2859617,117.7414685,167.8907097,71.92453967
Arid_Lowland,2019,8,131.7890912,67.45163991,93.71341074,123.1969202,394.6769484,32.56638829,48.72152364,72.51778071,54.99438505,55.68487144,31.21361956
Moist_Highland,2019,9,54.50635859,36.61660449,12.08274958,29.11812389,88.50917117,15.21950993,11.39088679,25.34862879,2.238621116,33.53725063,14.85982502
Moist_Lowland,2019,9,165.4045066,58.91033634,52.01557772,53.27050329,156.6238158,15.26586409,27.74022502,42.42229388,27.56501746,65.43319141,45.9827838
Arid_Lowland,2019,9,67.92303496,28.24433171,19.43694855,22.56461788,146.7734937,3.266366697,16.43820863,22.7192815,8.247264365,21.07890319,7.669021753
Moist_Highland,2019,10,30.83559725,6.682739596,3.006186606,0.259898709,0.564091132,0.066906818,0.147510018,0.001711051,0.1588475,0.517816641,0.0321447
Moist_Lowland,2019,10,52.0978408,26.41640068,5.424564141,7.048285293,0.100409595,0.025435779,0.750205062,8.56E-04,1.410217483,0.183213467,0.359165381
Arid_Lowland,2019,10,31.55307636,12.17639741,2.134099161,1.045595545,0.163521337,0.004427071,0.539118469,1.01E-04,0.847531704,0.444888539,0.121216152
